order_id,user_id,order_placement_time,warehouse_location,warehouse_pin_code,delivery_location,delivery_pin_code,distance,shipping_method,delivery_time,predicted_delivery_time
ORD000179,USR5170,2024-10-19 23:51:41.350916,Kottayam Depot,686001,Kanjirappally Hub,686507,846.81,Express,2,2024-10-21 15:30:00.000000
ORD000180,USR1324,2025-01-25 07:04:57.350916,Kottayam Depot,686001,Changanassery Warehouse,686101,1323.64,Standard,4,2025-01-29 17:30:00.000000
ORD000181,USR1561,2024-09-13 18:30:37.350916,Kottayam Depot,686001,Ponkunnam Warehouse,686506,1416.6,Standard,5,2024-09-18 09:00:00.000000
ORD000182,USR9397,2025-01-06 21:09:28.350916,Kottayam Depot,686001,Ettumanoor Hub,686631,541.52,Standard,2,2025-01-08 12:15:00.000000
ORD000183,USR3356,2024-12-15 02:42:52.350916,Kottayam Depot,686001,Ettumanoor Hub,686631,178.28,Express,1,2024-12-16 15:30:00.000000
ORD000184,USR5398,2024-11-07 03:18:37.350916,Kottayam Depot,686001,Pala Storage,686575,1445.65,Express,3,2024-11-10 15:30:00.000000
ORD000185,USR8947,2024-12-13 05:27:56.350916,Kottayam Depot,686001,Pala Storage,686575,181.13,Standard,1,2024-12-14 13:45:00.000000
ORD000186,USR3887,2024-10-17 07:33:16.350916,Kottayam Depot,686001,Ettumanoor Hub,686631,1338.38,Standard,4,2024-10-21 17:30:00.000000
ORD000187,USR8700,2024-12-28 20:07:44.350916,Kottayam Depot,686001,Ponkunnam Warehouse,686506,1299.44,Express,3,2024-12-31 11:00:00.000000
ORD000188,USR5212,2024-09-09 13:00:13.350916,Kottayam Depot,686001,Kanjirappally Hub,686507,474.88,Standard,2,2024-09-11 15:45:00.000000
ORD000189,USR6030,2024-11-13 20:34:00.350916,Kottayam Depot,686001,Kanjirappally Hub,686507,1109.32,Standard,4,2024-11-17 12:30:00.000000
ORD000190,USR4979,2025-01-22 09:26:58.350916,Kottayam Depot,686001,Vaikom Depot,686141,562.69,Standard,2,2025-01-24 10:30:00.000000
ORD000191,USR1088,2024-11-23 05:15:29.350916,Kottayam Depot,686001,Pala Storage,686575,368.91,Standard,1,2024-11-24 09:00:00.000000
ORD000192,USR6488,2025-01-09 17:39:15.350916,Kottayam Depot,686001,Ponkunnam Warehouse,686506,578.84,Express,1,2025-01-10 16:30:00.000000
ORD000193,USR9112,2024-11-23 09:30:12.350916,Kottayam Depot,686001,Pala Storage,686575,1022.12,Express,2,2024-11-25 13:30:00.000000
ORD000194,USR8454,2024-12-04 06:59:07.350916,Kottayam Depot,686001,Ponkunnam Warehouse,686506,643.31,Standard,2,2024-12-06 12:00:00.000000
ORD000195,USR2312,2024-12-22 09:11:56.350916,Kottayam Depot,686001,Vaikom Depot,686141,591.59,Standard,2,2024-12-24 16:15:00.000000
ORD000196,USR7086,2025-02-02 05:29:56.350916,Kottayam Depot,686001,Vaikom Depot,686141,637.49,Standard,2,2025-02-04 16:00:00.000000
ORD000197,USR9352,2025-01-09 20:39:51.350916,Kottayam Depot,686001,Ranni Storage,689672,846.72,Express,2,2025-01-11 16:45:00.000000
ORD000198,USR9082,2024-10-26 10:34:17.350916,Kottayam Depot,686001,Pala Storage,686575,975.38,Express,2,2024-10-28 15:45:00.000000
ORD000199,USR9296,2025-01-31 14:30:03.350916,Kottayam Depot,686001,Ettumanoor Hub,686631,1275.7,Express,3,2025-02-03 14:30:00.000000
ORD000200,USR9181,2024-09-25 19:23:26.350916,Kottayam Depot,686001,Changanassery Warehouse,686101,1363.26,Express,3,2024-09-28 12:00:00.000000
ORD000201,USR5695,2024-11-06 02:29:39.350916,Kottayam Depot,686001,Kanjirappally Hub,686507,271.17,Standard,1,2024-11-07 12:30:00.000000
ORD000202,USR5863,2024-12-23 05:46:12.350916,Kottayam Depot,686001,Ranni Storage,689672,77.32,Standard,1,2024-12-24 09:15:00.000000
ORD000203,USR4321,2025-02-02 22:17:53.350916,Kottayam Depot,686001,Erumely Depot,686509,408.49,Standard,1,2025-02-03 11:15:00.000000
ORD000204,USR4470,2024-08-21 07:46:23.350916,Kottayam Depot,686001,Vaikom Depot,686141,870.36,Express,2,2024-08-23 13:15:00.000000
ORD000205,USR9487,2025-02-06 18:25:19.350916,Kottayam Depot,686001,Changanassery Warehouse,686101,184.2,Standard,1,2025-02-07 13:00:00.000000
ORD000206,USR8215,2024-10-14 06:28:31.350916,Kottayam Depot,686001,Kottayam Central,686001,1137.12,Standard,4,2024-10-18 13:00:00.000000
ORD000207,USR7140,2024-11-13 05:44:14.350916,Kottayam Depot,686001,Ranni Storage,689672,1130.71,Standard,4,2024-11-17 15:45:00.000000
ORD000208,USR6053,2024-10-11 00:40:38.350916,Kottayam Depot,686001,Vaikom Depot,686141,1170.97,Standard,4,2024-10-15 14:45:00.000000
ORD000209,USR1277,2024-08-26 06:59:59.350916,Kottayam Depot,686001,Ettumanoor Hub,686631,417.6,Standard,1,2024-08-27 13:15:00.000000
ORD000210,USR7574,2024-12-24 08:04:12.350916,Kottayam Depot,686001,Vaikom Depot,686141,528.56,Standard,2,2024-12-26 16:15:00.000000
ORD000211,USR8545,2024-10-02 10:37:43.350916,Kottayam Depot,686001,Pala Storage,686575,1281.67,Standard,4,2024-10-06 11:00:00.000000
ORD000212,USR3867,2024-11-15 11:14:36.350916,Kottayam Depot,686001,Ranni Storage,689672,56.11,Standard,1,2024-11-16 12:00:00.000000
ORD000213,USR2977,2024-09-01 00:07:42.350916,Kottayam Depot,686001,Vaikom Depot,686141,780.21,Standard,3,2024-09-04 09:30:00.000000
ORD000214,USR9412,2024-10-15 15:44:32.350916,Kottayam Depot,686001,Changanassery Warehouse,686101,1398.21,Standard,5,2024-10-20 14:00:00.000000
ORD000215,USR9783,2024-11-29 01:32:45.350916,Kottayam Depot,686001,Erumely Depot,686509,684.25,Express,1,2024-11-30 10:15:00.000000
ORD000216,USR6481,2025-01-04 19:27:23.350916,Kottayam Depot,686001,Changanassery Warehouse,686101,873.03,Standard,3,2025-01-07 14:45:00.000000
ORD000217,USR3594,2024-10-28 14:42:29.350916,Kottayam Depot,686001,Kottayam Central,686001,1391.44,Standard,5,2024-11-02 11:30:00.000000
ORD000218,USR1864,2024-09-26 02:05:55.350916,Kottayam Depot,686001,Kanjirappally Hub,686507,956.07,Express,2,2024-09-28 14:45:00.000000
ORD000219,USR8266,2024-10-30 07:19:01.350916,Kottayam Depot,686001,Kanjirappally Hub,686507,912.26,Standard,3,2024-11-02 09:00:00.000000
ORD000220,USR7883,2024-08-26 11:12:03.350916,Kottayam Depot,686001,Changanassery Warehouse,686101,448.28,Express,1,2024-08-27 12:15:00.000000
ORD000221,USR1955,2025-01-19 11:45:04.350916,Kottayam Depot,686001,Vaikom Depot,686141,939.3,Standard,3,2025-01-22 09:15:00.000000
ORD000222,USR4432,2024-11-13 06:02:40.350916,Kottayam Depot,686001,Ponkunnam Warehouse,686506,1257.3,Standard,4,2024-11-17 10:45:00.000000
ORD000223,USR3288,2024-08-20 22:28:58.350916,Kottayam Depot,686001,Vaikom Depot,686141,642.76,Standard,2,2024-08-22 16:15:00.000000
ORD000224,USR9050,2025-01-29 17:42:06.350916,Kottayam Depot,686001,Mundakayam Center,686513,627.58,Standard,2,2025-01-31 16:45:00.000000
ORD000225,USR8175,2024-11-09 13:29:05.350916,Kottayam Depot,686001,Pala Storage,686575,1097.8,Standard,4,2024-11-13 13:30:00.000000
ORD000226,USR7649,2024-11-11 19:41:43.350916,Kottayam Depot,686001,Ettumanoor Hub,686631,51.71,Standard,1,2024-11-12 14:00:00.000000
ORD000227,USR2373,2024-09-03 15:53:20.350916,Kottayam Depot,686001,Changanassery Warehouse,686101,745.77,Express,1,2024-09-04 14:15:00.000000
ORD000228,USR1432,2024-10-13 07:12:23.350916,Kottayam Depot,686001,Ettumanoor Hub,686631,143.23,Standard,1,2024-10-14 16:30:00.000000
ORD000229,USR9912,2024-10-16 14:41:58.350916,Kottayam Depot,686001,Erumely Depot,686509,704.14,Express,1,2024-10-17 15:30:00.000000
ORD000230,USR5487,2025-01-07 06:21:22.350916,Kottayam Depot,686001,Kanjirappally Hub,686507,943.93,Standard,3,2025-01-10 10:45:00.000000
ORD000231,USR8450,2025-01-02 07:58:00.350916,Kottayam Depot,686001,Kottayam Central,686001,690.49,Express,1,2025-01-03 10:45:00.000000
ORD000232,USR4322,2024-11-04 18:49:24.350916,Kottayam Depot,686001,Mundakayam Center,686513,474.92,Standard,2,2024-11-06 12:45:00.000000
ORD000233,USR1856,2024-10-18 15:32:52.350916,Kottayam Depot,686001,Kanjirappally Hub,686507,1300.0,Standard,4,2024-10-22 09:30:00.000000
ORD000234,USR6359,2024-09-22 12:30:31.350916,Kottayam Depot,686001,Ranni Storage,689672,877.77,Standard,3,2024-09-25 12:30:00.000000
ORD000235,USR2263,2024-10-20 02:53:23.350916,Kottayam Depot,686001,Kottayam Central,686001,330.6,Standard,1,2024-10-21 14:15:00.000000
ORD000236,USR1550,2024-12-20 04:39:29.350916,Kottayam Depot,686001,Ranni Storage,689672,175.98,Express,1,2024-12-21 17:45:00.000000
ORD000237,USR7691,2025-01-21 23:53:55.350916,Kottayam Depot,686001,Kanjirappally Hub,686507,479.08,Standard,2,2025-01-23 13:00:00.000000
ORD000238,USR3477,2024-10-22 18:17:03.350916,Kottayam Depot,686001,Kanjirappally Hub,686507,116.52,Standard,1,2024-10-23 16:15:00.000000
ORD000239,USR4575,2024-11-02 00:26:34.350916,Kottayam Depot,686001,Mundakayam Center,686513,383.87,Standard,1,2024-11-03 14:15:00.000000
ORD000240,USR1604,2024-12-03 16:44:21.350916,Kottayam Depot,686001,Mundakayam Center,686513,1111.31,Standard,4,2024-12-07 13:00:00.000000
ORD000241,USR9436,2024-09-18 01:17:53.350916,Kottayam Depot,686001,Ponkunnam Warehouse,686506,1211.17,Express,2,2024-09-20 12:30:00.000000
ORD000242,USR3562,2024-12-13 19:12:57.350916,Kottayam Depot,686001,Pala Storage,686575,1167.2,Express,2,2024-12-15 09:45:00.000000
ORD000243,USR4592,2024-09-30 09:45:57.350916,Kottayam Depot,686001,Erumely Depot,686509,753.82,Express,2,2024-10-02 17:30:00.000000
ORD000244,USR6535,2024-10-15 19:57:39.350916,Kottayam Depot,686001,Erumely Depot,686509,414.43,Standard,1,2024-10-16 16:45:00.000000
ORD000245,USR2549,2024-11-28 11:09:40.350916,Kottayam Depot,686001,Ranni Storage,689672,235.7,Standard,1,2024-11-29 14:15:00.000000
ORD000246,USR2935,2024-10-22 17:50:40.350916,Kottayam Depot,686001,Kottayam Central,686001,203.63,Express,1,2024-10-23 10:00:00.000000
ORD000247,USR7297,2024-11-14 16:06:08.350916,Kottayam Depot,686001,Ranni Storage,689672,625.56,Standard,2,2024-11-16 11:15:00.000000
ORD000248,USR1415,2024-09-01 04:44:30.350916,Kottayam Depot,686001,Kanjirappally Hub,686507,172.64,Express,1,2024-09-02 12:30:00.000000
ORD000249,USR6863,2024-11-24 12:19:49.350916,Kottayam Depot,686001,Kanjirappally Hub,686507,1260.64,Express,3,2024-11-27 13:30:00.000000
ORD000250,USR8110,2025-02-04 18:48:38.350916,Kottayam Depot,686001,Pala Storage,686575,1151.31,Express,2,2025-02-06 16:30:00.000000
ORD000251,USR9363,2024-08-17 15:19:19.350916,Kottayam Depot,686001,Ponkunnam Warehouse,686506,54.02,Standard,1,2024-08-18 13:30:00.000000
ORD000252,USR2342,2024-12-14 07:39:17.350916,Kottayam Depot,686001,Ponkunnam Warehouse,686506,1000.43,Standard,3,2024-12-17 12:00:00.000000
ORD000253,USR4410,2025-02-04 14:55:24.350916,Kottayam Depot,686001,Ponkunnam Warehouse,686506,982.38,Express,2,2025-02-06 11:30:00.000000
ORD000254,USR7912,2024-12-08 11:15:58.350916,Kottayam Depot,686001,Kanjirappally Hub,686507,1489.57,Standard,5,2024-12-13 09:15:00.000000
ORD000255,USR6675,2024-09-18 22:25:30.350916,Kottayam Depot,686001,Kottayam Central,686001,1170.94,Standard,4,2024-09-22 17:45:00.000000
ORD000256,USR3371,2024-11-17 07:08:07.350916,Kottayam Depot,686001,Vaikom Depot,686141,1419.88,Standard,5,2024-11-22 17:00:00.000000
ORD000257,USR6388,2024-10-24 18:58:58.350916,Kottayam Depot,686001,Erumely Depot,686509,122.5,Express,1,2024-10-25 14:15:00.000000
ORD000258,USR1493,2024-12-31 12:11:26.350916,Kottayam Depot,686001,Pala Storage,686575,469.02,Standard,2,2025-01-02 13:00:00.000000
ORD000259,USR8871,2025-02-04 06:34:27.350916,Kottayam Depot,686001,Ponkunnam Warehouse,686506,1002.6,Standard,3,2025-02-07 17:00:00.000000
ORD000260,USR4239,2025-02-05 23:59:53.350916,Kottayam Depot,686001,Changanassery Warehouse,686101,1035.24,Standard,3,2025-02-08 10:45:00.000000
ORD000261,USR1507,2024-10-24 00:43:23.350916,Kottayam Depot,686001,Changanassery Warehouse,686101,741.23,Standard,2,2024-10-26 13:00:00.000000
ORD000262,USR6407,2024-11-23 10:10:55.350916,Kottayam Depot,686001,Kanjirappally Hub,686507,1483.29,Express,3,2024-11-26 12:30:00.000000
ORD000263,USR4091,2024-09-29 17:24:10.350916,Kottayam Depot,686001,Changanassery Warehouse,686101,499.34,Standard,2,2024-10-01 11:15:00.000000
ORD000264,USR4131,2024-09-18 04:08:05.350916,Kottayam Depot,686001,Ettumanoor Hub,686631,1090.72,Standard,4,2024-09-22 11:45:00.000000
ORD000265,USR8886,2024-09-25 23:12:13.350916,Kottayam Depot,686001,Changanassery Warehouse,686101,73.85,Express,1,2024-09-26 16:45:00.000000
ORD000266,USR6542,2025-01-05 13:28:22.350916,Kottayam Depot,686001,Changanassery Warehouse,686101,325.91,Express,1,2025-01-06 14:45:00.000000
ORD000267,USR3244,2024-11-26 23:34:33.350916,Kottayam Depot,686001,Vaikom Depot,686141,12.27,Standard,1,2024-11-27 17:00:00.000000
ORD000268,USR6663,2024-09-14 09:00:04.350916,Kottayam Depot,686001,Ranni Storage,689672,219.66,Express,1,2024-09-15 15:00:00.000000
ORD000269,USR8447,2024-08-18 15:17:41.350916,Kottayam Depot,686001,Kanjirappally Hub,686507,71.99,Standard,1,2024-08-19 10:30:00.000000
ORD000270,USR1694,2024-09-08 10:49:11.350916,Kottayam Depot,686001,Ettumanoor Hub,686631,219.93,Standard,1,2024-09-09 15:45:00.000000
ORD000271,USR1086,2025-02-10 15:54:21.350916,Kottayam Depot,686001,Pala Storage,686575,1393.42,Express,3,2025-02-13 10:45:00.000000
ORD000272,USR6516,2025-02-01 01:55:07.350916,Kottayam Depot,686001,Ettumanoor Hub,686631,947.61,Express,2,2025-02-03 11:45:00.000000
ORD000273,USR2249,2024-12-12 11:43:30.350916,Kottayam Depot,686001,Kottayam Central,686001,1487.39,Express,3,2024-12-15 15:15:00.000000
ORD000274,USR4676,2025-01-24 09:02:53.350916,Kottayam Depot,686001,Vaikom Depot,686141,95.92,Express,1,2025-01-25 09:15:00.000000
ORD000275,USR7724,2025-01-28 07:59:01.350916,Kottayam Depot,686001,Changanassery Warehouse,686101,1135.98,Standard,4,2025-02-01 14:15:00.000000
ORD000276,USR8439,2024-12-28 13:40:57.350916,Kottayam Depot,686001,Mundakayam Center,686513,779.9,Standard,3,2024-12-31 13:30:00.000000
ORD000277,USR9860,2024-12-23 20:20:13.350916,Kottayam Depot,686001,Kottayam Central,686001,257.76,Express,1,2024-12-24 12:45:00.000000
ORD000278,USR8606,2024-11-05 18:01:43.350916,Kottayam Depot,686001,Vaikom Depot,686141,1017.32,Standard,3,2024-11-08 12:45:00.000000
ORD000279,USR8251,2025-01-24 04:28:14.350916,Kottayam Depot,686001,Kanjirappally Hub,686507,664.61,Express,1,2025-01-25 09:45:00.000000
ORD000280,USR9159,2024-08-30 21:52:10.350916,Kottayam Depot,686001,Pala Storage,686575,898.77,Express,2,2024-09-01 14:30:00.000000
ORD000281,USR2289,2025-01-31 07:34:47.350916,Kottayam Depot,686001,Ettumanoor Hub,686631,441.46,Express,1,2025-02-01 10:00:00.000000
ORD000282,USR5596,2025-01-31 06:02:32.350916,Kottayam Depot,686001,Kanjirappally Hub,686507,1098.98,Standard,4,2025-02-04 09:45:00.000000
ORD000283,USR2891,2024-10-17 04:10:43.350916,Kottayam Depot,686001,Ranni Storage,689672,1163.11,Standard,4,2024-10-21 10:30:00.000000
ORD000284,USR8820,2024-12-20 10:23:24.350916,Kottayam Depot,686001,Ettumanoor Hub,686631,1143.97,Standard,4,2024-12-24 13:00:00.000000
ORD000285,USR8352,2024-12-14 01:57:55.350916,Kottayam Depot,686001,Kottayam Central,686001,247.88,Standard,1,2024-12-15 11:30:00.000000
ORD000286,USR2746,2024-09-27 17:49:59.350916,Kottayam Depot,686001,Vaikom Depot,686141,158.0,Standard,1,2024-09-28 16:00:00.000000
ORD000287,USR2102,2024-11-22 06:23:52.350916,Kottayam Depot,686001,Ponkunnam Warehouse,686506,181.13,Standard,1,2024-11-23 14:15:00.000000
ORD000288,USR9665,2024-10-17 09:29:05.350916,Kottayam Depot,686001,Vaikom Depot,686141,765.45,Standard,3,2024-10-20 15:00:00.000000
ORD000289,USR3110,2024-12-15 15:41:26.350916,Kottayam Depot,686001,Mundakayam Center,686513,1155.15,Standard,4,2024-12-19 17:15:00.000000
ORD000290,USR3048,2024-11-18 05:13:56.350916,Kottayam Depot,686001,Mundakayam Center,686513,891.74,Standard,3,2024-11-21 13:00:00.000000
ORD000291,USR5600,2024-10-11 06:49:00.350916,Kottayam Depot,686001,Mundakayam Center,686513,602.99,Standard,2,2024-10-13 11:00:00.000000
ORD000292,USR5138,2024-12-13 10:18:34.350916,Kottayam Depot,686001,Mundakayam Center,686513,1437.73,Standard,5,2024-12-18 14:15:00.000000
ORD000293,USR5643,2024-10-12 15:48:05.350916,Kottayam Depot,686001,Ettumanoor Hub,686631,563.25,Express,1,2024-10-13 09:30:00.000000
ORD000294,USR7286,2024-11-21 02:12:55.350916,Kottayam Depot,686001,Erumely Depot,686509,1099.26,Standard,4,2024-11-25 13:15:00.000000
ORD000295,USR9452,2024-10-11 12:51:20.350916,Kottayam Depot,686001,Kanjirappally Hub,686507,681.99,Standard,2,2024-10-13 12:15:00.000000
ORD000296,USR5597,2024-11-10 08:40:10.350916,Kottayam Depot,686001,Kottayam Central,686001,767.32,Standard,3,2024-11-13 17:30:00.000000
ORD000297,USR6426,2024-11-23 05:12:28.350916,Kottayam Depot,686001,Vaikom Depot,686141,519.01,Express,1,2024-11-24 16:45:00.000000
ORD000298,USR2024,2025-02-04 06:14:05.350916,Kottayam Depot,686001,Mundakayam Center,686513,125.69,Standard,1,2025-02-05 16:15:00.000000
ORD000299,USR5855,2024-11-11 22:42:00.350916,Kottayam Depot,686001,Ettumanoor Hub,686631,944.55,Standard,3,2024-11-14 16:15:00.000000
ORD000300,USR1697,2024-08-20 07:44:41.350916,Kottayam Depot,686001,Kottayam Central,686001,313.01,Standard,1,2024-08-21 17:00:00.000000
ORD000301,USR5931,2024-10-21 12:36:57.350916,Kottayam Depot,686001,Kottayam Central,686001,373.03,Standard,1,2024-10-22 09:30:00.000000
ORD000302,USR3159,2024-09-14 19:41:49.350916,Kottayam Depot,686001,Ettumanoor Hub,686631,1028.93,Standard,3,2024-09-17 17:30:00.000000
ORD000303,USR2237,2024-08-24 10:52:45.350916,Kottayam Depot,686001,Kottayam Central,686001,335.04,Standard,1,2024-08-25 11:00:00.000000
ORD000304,USR6160,2024-09-21 17:27:51.350916,Kottayam Depot,686001,Kanjirappally Hub,686507,576.4,Standard,2,2024-09-23 14:30:00.000000
ORD000305,USR9199,2024-12-15 12:01:51.350916,Kottayam Depot,686001,Vaikom Depot,686141,319.57,Express,1,2024-12-16 14:30:00.000000
ORD000306,USR9541,2024-09-03 10:21:13.350916,Kottayam Depot,686001,Changanassery Warehouse,686101,1339.25,Express,3,2024-09-06 11:00:00.000000
ORD000307,USR8782,2025-01-31 13:17:27.350916,Kottayam Depot,686001,Vaikom Depot,686141,1057.96,Standard,4,2025-02-04 09:00:00.000000
ORD000308,USR7887,2024-09-27 15:17:29.350916,Kottayam Depot,686001,Kottayam Central,686001,113.99,Standard,1,2024-09-28 13:30:00.000000
ORD000309,USR1636,2024-12-02 04:32:14.350916,Kottayam Depot,686001,Pala Storage,686575,657.0,Express,1,2024-12-03 09:00:00.000000
ORD000310,USR9993,2024-10-14 17:39:41.350916,Kottayam Depot,686001,Changanassery Warehouse,686101,1275.47,Standard,4,2024-10-18 14:30:00.000000
ORD000311,USR9302,2024-12-05 07:16:44.350916,Kottayam Depot,686001,Kottayam Central,686001,340.42,Standard,1,2024-12-06 13:15:00.000000
ORD000312,USR9231,2024-09-02 15:19:50.350916,Kottayam Depot,686001,Pala Storage,686575,1167.95,Standard,4,2024-09-06 10:45:00.000000
ORD000313,USR6083,2024-09-30 23:01:55.350916,Kottayam Depot,686001,Vaikom Depot,686141,1158.9,Standard,4,2024-10-04 13:30:00.000000
ORD000314,USR4872,2025-01-10 21:38:55.350916,Kottayam Depot,686001,Ponkunnam Warehouse,686506,273.35,Express,1,2025-01-11 14:00:00.000000
ORD000315,USR5053,2024-11-11 03:43:46.350916,Kottayam Depot,686001,Vaikom Depot,686141,1034.72,Express,2,2024-11-13 11:30:00.000000
ORD000316,USR4268,2024-10-30 07:05:28.350916,Kottayam Depot,686001,Ponkunnam Warehouse,686506,583.79,Standard,2,2024-11-01 13:00:00.000000
ORD000317,USR3249,2024-12-17 19:28:40.350916,Kottayam Depot,686001,Mundakayam Center,686513,1459.33,Standard,5,2024-12-22 12:45:00.000000
ORD000318,USR6477,2024-08-29 19:15:28.350916,Kottayam Depot,686001,Kanjirappally Hub,686507,1084.59,Standard,4,2024-09-02 10:15:00.000000
ORD000319,USR9826,2024-10-21 11:07:05.350916,Kottayam Depot,686001,Changanassery Warehouse,686101,805.89,Standard,3,2024-10-24 10:30:00.000000
ORD000320,USR8774,2024-12-08 10:40:44.350916,Kottayam Depot,686001,Kanjirappally Hub,686507,87.2,Standard,1,2024-12-09 16:30:00.000000
ORD000321,USR3953,2024-12-05 18:43:35.350916,Kottayam Depot,686001,Ettumanoor Hub,686631,136.6,Standard,1,2024-12-06 16:30:00.000000
ORD000322,USR7513,2025-01-15 09:37:04.350916,Kottayam Depot,686001,Mundakayam Center,686513,1237.25,Express,2,2025-01-17 09:30:00.000000
ORD000323,USR6723,2024-10-26 01:34:29.350916,Kottayam Depot,686001,Ranni Storage,689672,542.04,Standard,2,2024-10-28 09:45:00.000000
ORD000324,USR3585,2024-11-18 19:20:57.350916,Kottayam Depot,686001,Vaikom Depot,686141,465.29,Standard,2,2024-11-20 13:45:00.000000
ORD000325,USR5760,2024-09-24 02:57:17.350916,Kottayam Depot,686001,Ranni Storage,689672,103.64,Express,1,2024-09-25 13:45:00.000000
ORD000326,USR6454,2024-11-01 16:58:30.350916,Kottayam Depot,686001,Ranni Storage,689672,507.63,Express,1,2024-11-02 15:00:00.000000
ORD000327,USR2964,2024-12-02 03:47:31.350916,Kottayam Depot,686001,Ranni Storage,689672,493.96,Standard,2,2024-12-04 16:15:00.000000
ORD000328,USR2476,2024-11-09 08:20:43.350916,Kottayam Depot,686001,Ranni Storage,689672,968.12,Standard,3,2024-11-12 17:45:00.000000
ORD000329,USR5772,2024-09-07 18:29:05.350916,Kottayam Depot,686001,Kanjirappally Hub,686507,559.49,Standard,2,2024-09-09 09:00:00.000000
ORD000330,USR1539,2024-08-24 11:22:41.350916,Kottayam Depot,686001,Erumely Depot,686509,1021.53,Standard,3,2024-08-27 14:30:00.000000
ORD000331,USR2808,2025-01-19 04:19:31.350916,Kottayam Depot,686001,Ettumanoor Hub,686631,525.31,Standard,2,2025-01-21 10:30:00.000000
ORD000332,USR1583,2024-12-25 05:20:14.350916,Kottayam Depot,686001,Vaikom Depot,686141,929.2,Express,2,2024-12-27 15:30:00.000000
ORD000333,USR8793,2024-08-27 23:57:20.350916,Kottayam Depot,686001,Mundakayam Center,686513,800.69,Standard,3,2024-08-30 09:45:00.000000
ORD000334,USR6975,2025-01-10 11:38:19.350916,Kottayam Depot,686001,Vaikom Depot,686141,856.1,Standard,3,2025-01-13 14:45:00.000000
ORD000335,USR5374,2024-10-28 15:13:31.350916,Kottayam Depot,686001,Erumely Depot,686509,304.51,Standard,1,2024-10-29 13:45:00.000000
ORD000336,USR7093,2025-01-27 20:49:54.350916,Kottayam Depot,686001,Mundakayam Center,686513,1178.11,Standard,4,2025-01-31 10:45:00.000000
ORD000337,USR1054,2024-12-23 22:33:04.350916,Kottayam Depot,686001,Pala Storage,686575,865.4,Express,2,2024-12-25 12:45:00.000000
ORD000338,USR6552,2024-10-27 04:02:58.350916,Kottayam Depot,686001,Erumely Depot,686509,705.53,Express,1,2024-10-28 16:30:00.000000
ORD000339,USR8066,2025-01-06 09:46:39.350916,Kottayam Depot,686001,Changanassery Warehouse,686101,1078.81,Standard,4,2025-01-10 11:45:00.000000
ORD000340,USR4619,2024-11-04 00:00:15.350916,Kottayam Depot,686001,Pala Storage,686575,1108.01,Standard,4,2024-11-08 10:30:00.000000
ORD000341,USR4475,2024-12-09 19:25:53.350916,Kottayam Depot,686001,Erumely Depot,686509,1157.24,Standard,4,2024-12-13 10:45:00.000000
ORD000342,USR9629,2024-09-30 21:36:15.350916,Kottayam Depot,686001,Ettumanoor Hub,686631,590.28,Standard,2,2024-10-02 15:45:00.000000
ORD000343,USR4502,2025-01-26 07:29:45.350916,Kottayam Depot,686001,Mundakayam Center,686513,1340.58,Standard,4,2025-01-30 09:45:00.000000
ORD000344,USR2874,2024-09-29 12:28:19.350916,Kottayam Depot,686001,Kottayam Central,686001,388.6,Standard,1,2024-09-30 17:00:00.000000
ORD000345,USR8851,2024-11-26 21:37:55.350916,Kottayam Depot,686001,Ettumanoor Hub,686631,231.75,Standard,1,2024-11-27 09:15:00.000000
ORD000346,USR7172,2024-10-22 17:01:45.350916,Kottayam Depot,686001,Kanjirappally Hub,686507,15.64,Standard,1,2024-10-23 17:30:00.000000
ORD000347,USR8641,2024-10-05 16:16:22.350916,Kottayam Depot,686001,Ettumanoor Hub,686631,572.67,Standard,2,2024-10-07 13:15:00.000000
ORD000348,USR1635,2024-11-21 08:06:42.350916,Kottayam Depot,686001,Ettumanoor Hub,686631,1243.53,Standard,4,2024-11-25 12:15:00.000000
ORD000349,USR5342,2024-11-14 19:09:22.350916,Kottayam Depot,686001,Kanjirappally Hub,686507,1148.01,Standard,4,2024-11-18 14:00:00.000000
ORD000350,USR2635,2025-02-03 09:27:27.350916,Kottayam Depot,686001,Ponkunnam Warehouse,686506,453.95,Standard,2,2025-02-05 16:00:00.000000
ORD000351,USR6927,2024-10-05 04:11:18.350916,Kottayam Depot,686001,Erumely Depot,686509,1113.88,Standard,4,2024-10-09 14:00:00.000000
ORD000352,USR3093,2024-10-10 09:27:20.350916,Kottayam Depot,686001,Ponkunnam Warehouse,686506,504.5,Express,1,2024-10-11 14:15:00.000000
ORD000353,USR9781,2024-12-18 19:36:56.350916,Kottayam Depot,686001,Changanassery Warehouse,686101,1370.46,Standard,5,2024-12-23 11:45:00.000000
ORD000354,USR9267,2024-09-20 17:37:59.350916,Kottayam Depot,686001,Ranni Storage,689672,1331.45,Standard,4,2024-09-24 15:45:00.000000
ORD000355,USR2299,2024-10-03 01:19:18.350916,Kottayam Depot,686001,Mundakayam Center,686513,857.87,Standard,3,2024-10-06 17:00:00.000000
ORD000356,USR2063,2024-11-05 07:00:07.350916,Kottayam Depot,686001,Ettumanoor Hub,686631,43.66,Standard,1,2024-11-06 09:30:00.000000
ORD000357,USR1364,2024-10-05 06:41:03.350916,Kottayam Depot,686001,Erumely Depot,686509,418.4,Standard,1,2024-10-06 13:00:00.000000
